934.0,383.0,108.0,77.0
954.6849,385.54025,108.0,77.0
968.11194,385.90314,108.0,77.0
978.63586,385.54025,108.0,77.0
992.7887,388.0805,108.0,77.0
1008.39307,390.62076,108.0,77.0
1023.99744,395.33838,108.0,77.0
1038.8761,400.056,108.0,77.0
1051.5774,404.04782,108.0,77.0
1062.827,408.03964,108.0,77.0
1072.6251,411.30566,108.0,77.0
1080.9717,415.2975,108.0,77.0
1087.1409,418.5635,108.0,77.0
1092.5842,421.10376,108.0,77.0
1096.576,423.644,108.0,77.0
1099.842,426.18427,108.0,77.0
1100.9307,427.99872,108.0,77.0
1101.2936,430.53897,108.0,77.0
1100.9307,432.35342,108.0,77.0
1098.3904,433.4421,108.0,77.0
1095.8501,434.5308,108.0,77.0
1091.1324,436.34525,108.0,77.0
1087.1406,436.70813,108.0,77.0
1081.6973,438.52258,108.0,77.0
1076.2539,439.61127,108.0,77.0
1071.5363,439.97415,108.0,77.0
1065.3671,441.7886,108.0,77.0
1059.9237,442.8773,108.0,77.0
1053.0287,443.96597,108.0,77.0
1046.8595,445.78043,108.0,77.0
1039.9645,446.8691,108.0,77.0
1033.7953,447.9578,108.0,77.0
1026.9003,449.04648,108.0,77.0
1020.00525,449.40936,108.0,77.0
1013.1102,451.22382,108.0,77.0
1006.94104,453.03827,108.0,77.0
1000.046,454.85272,108.0,77.0
993.151,456.66718,108.0,77.0
986.256,458.48163,108.0,77.0
979.36096,460.29608,108.0,77.0
972.46594,461.38477,108.0,77.0
966.29675,463.19922,108.0,77.0
959.4018,465.01367,108.0,77.0
952.50684,466.10236,108.0,77.0
945.6119,467.9168,108.0,77.0
939.4427,470.45706,108.0,77.0
933.2735,472.2715,108.0,77.0
927.1043,474.08594,108.0,77.0
920.9351,476.62622,108.0,77.0
914.7659,479.16644,108.0,77.0
909.3225,480.9809,108.0,77.0
903.8791,483.52112,108.0,77.0
898.43567,485.33557,108.0,77.0
892.99225,487.15002,108.0,77.0
887.5488,488.96448,108.0,77.0
882.1054,491.5047,108.0,77.0
877.3878,493.31915,108.0,77.0
872.6702,495.1336,108.0,77.0
866.50104,496.94806,108.0,77.0
861.78345,499.48828,108.0,77.0
857.7916,500.57697,108.0,77.0
853.07404,502.39142,108.0,77.0
850.5338,503.4801,108.0,77.0
845.8162,505.29456,108.0,77.0
843.276,505.65747,108.0,77.0
840.7358,506.74615,108.0,77.0
837.4697,507.83484,108.0,77.0
836.38104,508.19775,108.0,77.0
835.29236,507.83484,108.0,77.0
834.92944,508.92352,108.0,77.0
834.5665,509.28644,108.0,77.0
834.92944,508.19775,108.0,77.0
836.7439,508.56067,108.0,77.0
837.8326,508.92358,108.0,77.0
840.3728,508.56067,108.0,77.0
842.913,507.472,108.0,77.0
844.7275,507.10907,108.0,77.0
846.54193,505.29462,108.0,77.0
847.6306,504.9317,108.0,77.0
849.44507,503.84302,108.0,77.0
851.2595,502.75433,108.0,77.0
852.3482,501.66565,108.0,77.0
853.4369,499.8512,108.0,77.0
853.7998,498.03674,108.0,77.0
